ID,Archetype,City Type,Income Level,Age,Health Consciousness (1-10),Price Sensitivity (1-10),Brand Loyalty (1-10),Distribution Weight
8814,Budget-Conscious Mother,Tier-2,Medium,56,5.60,7.77,3.37,18
8815,Budget-Conscious Mother,Tier-2,Medium,23,6.87,7.31,3.50,18
8816,Budget-Conscious Mother,Tier-2,Medium,52,5.22,7.95,4.90,18
8817,Budget-Conscious Mother,Tier-2,Medium,56,6.20,8.79,3.87,18
8818,Budget-Conscious Mother,Tier-2,Medium,40,6.17,8.55,4.81,18
8819,Budget-Conscious Mother,Tier-2,Medium,25,5.20,7.82,4.52,18
8820,Budget-Conscious Mother,Tier-2,Medium,41,6.02,7.47,3.22,18
8821,Budget-Conscious Mother,Tier-2,Medium,24,5.11,8.55,4.60,18
8822,Budget-Conscious Mother,Tier-2,Medium,61,6.05,8.78,3.08,18
8823,Budget-Conscious Mother,Tier-2,Medium,27,5.82,7.28,3.83,18
8824,Budget-Conscious Mother,Tier-2,Medium,54,6.80,8.80,3.19,18
8825,Budget-Conscious Mother,Tier-2,Medium,52,5.66,7.91,4.24,18
8826,Budget-Conscious Mother,Tier-2,Medium,26,5.50,8.39,4.19,18
8827,Budget-Conscious Mother,Tier-2,Medium,50,5.50,7.65,4.75,18
8828,Budget-Conscious Mother,Tier-2,Medium,29,6.82,7.63,3.38,18
8829,Budget-Conscious Mother,Tier-2,Medium,41,6.82,8.15,4.91,18
8830,Budget-Conscious Mother,Tier-2,Medium,60,5.80,8.82,3.54,18
8831,Budget-Conscious Mother,Tier-2,Medium,24,5.68,7.76,4.64,18
8832,Budget-Conscious Mother,Tier-2,Medium,40,6.47,7.45,4.82,18
8833,Budget-Conscious Mother,Tier-2,Medium,62,6.54,8.36,4.88,18
8834,Budget-Conscious Mother,Tier-2,Medium,36,6.30,7.49,3.72,18
8835,Budget-Conscious Mother,Tier-2,Medium,53,6.48,8.38,4.28,18
8836,Budget-Conscious Mother,Tier-2,Medium,54,5.81,7.04,4.94,18
8837,Budget-Conscious Mother,Tier-2,Medium,46,5.49,8.32,3.63,18
8838,Budget-Conscious Mother,Tier-2,Medium,49,5.95,7.10,3.60,18
8839,Budget-Conscious Mother,Tier-2,Medium,60,5.57,8.75,4.72,18
8840,Budget-Conscious Mother,Tier-2,Medium,63,5.32,8.86,3.31,18
8841,Budget-Conscious Mother,Tier-2,Medium,45,5.80,7.36,3.33,18
8842,Budget-Conscious Mother,Tier-2,Medium,31,6.76,8.19,3.66,18
8843,Budget-Conscious Mother,Tier-2,Medium,63,5.61,8.76,3.06,18
8844,Budget-Conscious Mother,Tier-2,Medium,47,6.74,7.16,4.96,18
8845,Budget-Conscious Mother,Tier-2,Medium,47,6.08,8.70,4.17,18
8846,Budget-Conscious Mother,Tier-2,Medium,32,5.17,7.50,3.15,18
8847,Budget-Conscious Mother,Tier-2,Medium,50,6.90,7.38,4.84,18
8848,Budget-Conscious Mother,Tier-2,Medium,51,5.08,7.51,4.70,18
8849,Budget-Conscious Mother,Tier-2,Medium,22,5.82,8.24,3.90,18
8850,Budget-Conscious Mother,Tier-2,Medium,53,5.44,7.35,4.59,18
8851,Budget-Conscious Mother,Tier-2,Medium,43,6.50,8.40,3.36,18
8852,Budget-Conscious Mother,Tier-2,Medium,64,5.26,8.85,4.04,18
8853,Budget-Conscious Mother,Tier-2,Medium,33,5.81,7.68,4.14,18
8854,Budget-Conscious Mother,Tier-2,Medium,18,5.69,7.23,3.79,18
8855,Budget-Conscious Mother,Tier-2,Medium,47,6.49,7.99,3.36,18
8856,Budget-Conscious Mother,Tier-2,Medium,40,5.64,7.20,4.43,18
8857,Budget-Conscious Mother,Tier-2,Medium,53,6.80,7.74,4.83,18
8858,Budget-Conscious Mother,Tier-2,Medium,42,6.30,8.82,4.71,18
8859,Budget-Conscious Mother,Tier-2,Medium,51,5.49,8.67,4.89,18
8860,Budget-Conscious Mother,Tier-2,Medium,57,5.94,8.56,4.61,18
8861,Budget-Conscious Mother,Tier-2,Medium,58,5.67,8.52,4.90,18
8862,Budget-Conscious Mother,Tier-2,Medium,64,6.91,8.55,4.14,18
8863,Budget-Conscious Mother,Tier-2,Medium,55,6.04,7.31,3.49,18
8864,Budget-Conscious Mother,Tier-2,Medium,47,5.25,8.18,4.93,18
8865,Budget-Conscious Mother,Tier-2,Medium,52,5.28,7.62,4.81,18
8866,Budget-Conscious Mother,Tier-2,Medium,28,6.64,7.29,4.33,18
8867,Budget-Conscious Mother,Tier-2,Medium,47,6.15,7.06,4.33,18
8868,Budget-Conscious Mother,Tier-2,Medium,31,5.29,7.85,3.27,18
8869,Budget-Conscious Mother,Tier-2,Medium,50,6.32,7.70,4.14,18
8870,Budget-Conscious Mother,Tier-2,Medium,35,6.48,8.29,4.69,18
8871,Budget-Conscious Mother,Tier-2,Medium,56,5.79,7.68,3.67,18
8872,Budget-Conscious Mother,Tier-2,Medium,34,6.76,7.00,4.67,18
8873,Budget-Conscious Mother,Tier-2,Medium,23,5.42,8.63,3.10,18
8874,Budget-Conscious Mother,Tier-2,Medium,34,6.80,8.42,4.73,18
8875,Budget-Conscious Mother,Tier-2,Medium,19,5.04,8.45,4.37,18
8876,Budget-Conscious Mother,Tier-2,Medium,55,5.46,7.88,3.42,18
8877,Budget-Conscious Mother,Tier-2,Medium,22,6.44,8.20,3.67,18
8878,Budget-Conscious Mother,Tier-2,Medium,38,6.44,7.53,4.69,18
8879,Budget-Conscious Mother,Tier-2,Medium,53,6.03,7.55,4.98,18
8880,Budget-Conscious Mother,Tier-2,Medium,25,5.68,8.78,3.43,18
8881,Budget-Conscious Mother,Tier-2,Medium,42,5.84,8.72,4.84,18
8882,Budget-Conscious Mother,Tier-2,Medium,50,6.63,7.78,3.93,18
8883,Budget-Conscious Mother,Tier-2,Medium,41,6.28,8.24,4.23,18
8884,Budget-Conscious Mother,Tier-2,Medium,30,6.18,8.23,4.86,18
8885,Budget-Conscious Mother,Tier-2,Medium,26,6.04,8.61,3.12,18
8886,Budget-Conscious Mother,Tier-2,Medium,45,6.30,8.20,4.96,18
8887,Budget-Conscious Mother,Tier-2,Medium,58,6.58,7.42,3.74,18
8888,Budget-Conscious Mother,Tier-2,Medium,28,6.96,8.20,3.94,18
8889,Budget-Conscious Mother,Tier-2,Medium,51,5.92,8.61,4.51,18
8890,Budget-Conscious Mother,Tier-2,Medium,54,5.86,8.62,4.68,18
8891,Budget-Conscious Mother,Tier-2,Medium,64,6.25,8.42,3.96,18
8892,Budget-Conscious Mother,Tier-2,Medium,37,6.26,8.40,4.18,18
8893,Budget-Conscious Mother,Tier-2,Medium,33,6.82,8.32,3.76,18
8894,Budget-Conscious Mother,Tier-2,Medium,41,5.14,7.06,3.54,18
8895,Budget-Conscious Mother,Tier-2,Medium,51,5.54,7.63,3.38,18
8896,Budget-Conscious Mother,Tier-2,Medium,27,5.70,8.22,3.05,18
8897,Budget-Conscious Mother,Tier-2,Medium,40,5.01,7.71,4.33,18
8898,Budget-Conscious Mother,Tier-2,Medium,50,5.96,8.02,5.00,18
8899,Budget-Conscious Mother,Tier-2,Medium,34,6.50,7.55,4.83,18
8900,Budget-Conscious Mother,Tier-2,Medium,64,5.65,7.97,3.97,18
8901,Budget-Conscious Mother,Tier-2,Medium,40,5.60,7.88,4.45,18
8902,Budget-Conscious Mother,Tier-2,Medium,59,6.71,7.23,3.48,18
8903,Budget-Conscious Mother,Tier-2,Medium,31,5.44,8.58,4.29,18
8904,Budget-Conscious Mother,Tier-2,Medium,25,5.35,7.07,3.75,18
8905,Budget-Conscious Mother,Tier-2,Medium,43,6.43,7.84,3.98,18
8906,Budget-Conscious Mother,Tier-2,Medium,25,6.64,7.03,3.01,18
8907,Budget-Conscious Mother,Tier-2,Medium,54,6.39,7.51,4.37,18
8908,Budget-Conscious Mother,Tier-2,Medium,29,6.73,7.07,4.00,18
8909,Budget-Conscious Mother,Tier-2,Medium,33,6.74,7.29,3.19,18
8910,Budget-Conscious Mother,Tier-2,Medium,37,6.84,8.24,3.78,18
8911,Budget-Conscious Mother,Tier-2,Medium,57,5.40,8.34,3.10,18
8912,Budget-Conscious Mother,Tier-2,Medium,53,6.10,8.26,5.00,18
8913,Budget-Conscious Mother,Tier-2,Medium,24,5.36,8.63,3.01,18
8914,Budget-Conscious Mother,Tier-2,Medium,42,5.93,8.54,4.42,18
8915,Budget-Conscious Mother,Tier-2,Medium,54,6.94,8.67,4.74,18
8916,Budget-Conscious Mother,Tier-2,Medium,25,5.51,8.48,3.49,18
8917,Budget-Conscious Mother,Tier-2,Medium,24,5.26,8.04,3.27,18
8918,Budget-Conscious Mother,Tier-2,Medium,53,6.17,7.45,3.46,18
8919,Budget-Conscious Mother,Tier-2,Medium,41,5.48,8.14,3.86,18
8920,Budget-Conscious Mother,Tier-2,Medium,51,6.27,8.20,3.73,18
8921,Budget-Conscious Mother,Tier-2,Medium,45,6.60,8.92,4.61,18
8922,Budget-Conscious Mother,Tier-2,Medium,25,6.43,8.70,4.61,18
8923,Budget-Conscious Mother,Tier-2,Medium,21,6.16,8.46,4.52,18
8924,Budget-Conscious Mother,Tier-2,Medium,30,5.40,7.08,3.92,18
8925,Budget-Conscious Mother,Tier-2,Medium,54,5.05,7.50,4.27,18
8926,Budget-Conscious Mother,Tier-2,Medium,18,5.67,8.29,3.23,18
8927,Budget-Conscious Mother,Tier-2,Medium,53,6.64,7.35,3.41,18
8928,Budget-Conscious Mother,Tier-2,Medium,61,5.78,8.86,3.30,18
8929,Budget-Conscious Mother,Tier-2,Medium,29,5.61,8.73,4.27,18
8930,Budget-Conscious Mother,Tier-2,Medium,58,5.31,7.44,4.07,18
8931,Budget-Conscious Mother,Tier-2,Medium,48,6.96,8.86,4.93,18
8932,Budget-Conscious Mother,Tier-2,Medium,31,5.90,7.92,3.89,18
8933,Budget-Conscious Mother,Tier-2,Medium,23,6.19,8.04,4.73,18
8934,Budget-Conscious Mother,Tier-2,Medium,39,5.73,8.69,4.81,18
8935,Budget-Conscious Mother,Tier-2,Medium,50,5.89,7.22,4.22,18
8936,Budget-Conscious Mother,Tier-2,Medium,20,5.72,8.96,3.10,18
8937,Budget-Conscious Mother,Tier-2,Medium,49,5.05,8.89,3.11,18
8938,Budget-Conscious Mother,Tier-2,Medium,45,6.40,7.46,3.96,18
8939,Budget-Conscious Mother,Tier-2,Medium,24,5.12,7.27,4.53,18
8940,Budget-Conscious Mother,Tier-2,Medium,57,5.74,8.68,3.39,18
8941,Budget-Conscious Mother,Tier-2,Medium,31,5.74,7.28,3.47,18
8942,Budget-Conscious Mother,Tier-2,Medium,41,5.30,7.87,4.83,18
8943,Budget-Conscious Mother,Tier-2,Medium,61,6.77,8.82,4.34,18
8944,Budget-Conscious Mother,Tier-2,Medium,40,5.21,7.48,3.19,18
8945,Budget-Conscious Mother,Tier-2,Medium,47,6.00,7.50,4.43,18
8946,Budget-Conscious Mother,Tier-2,Medium,41,6.33,7.12,3.79,18
8947,Budget-Conscious Mother,Tier-2,Medium,36,5.18,7.03,3.18,18
8948,Budget-Conscious Mother,Tier-2,Medium,44,5.47,7.68,4.09,18
8949,Budget-Conscious Mother,Tier-2,Medium,44,6.01,8.47,4.69,18
8950,Budget-Conscious Mother,Tier-2,Medium,44,6.30,8.93,3.72,18
8951,Budget-Conscious Mother,Tier-2,Medium,60,5.92,8.04,4.18,18
8952,Budget-Conscious Mother,Tier-2,Medium,35,5.30,7.59,4.35,18
8953,Budget-Conscious Mother,Tier-2,Medium,32,5.14,7.68,4.49,18
8954,Budget-Conscious Mother,Tier-2,Medium,48,6.22,8.62,4.05,18
8955,Budget-Conscious Mother,Tier-2,Medium,39,5.86,7.52,4.25,18
8956,Budget-Conscious Mother,Tier-2,Medium,23,5.09,8.44,3.76,18
8957,Budget-Conscious Mother,Tier-2,Medium,20,6.67,8.79,4.50,18
8958,Budget-Conscious Mother,Tier-2,Medium,49,6.94,8.45,4.96,18
8959,Budget-Conscious Mother,Tier-2,Medium,56,6.67,7.55,3.06,18
8960,Budget-Conscious Mother,Tier-2,Medium,55,6.84,7.57,4.59,18
8961,Budget-Conscious Mother,Tier-2,Medium,42,5.15,8.83,4.39,18
8962,Budget-Conscious Mother,Tier-2,Medium,58,6.43,8.62,4.00,18
8963,Budget-Conscious Mother,Tier-2,Medium,49,6.97,8.44,4.82,18
8964,Budget-Conscious Mother,Tier-2,Medium,38,6.39,8.97,4.21,18
8965,Budget-Conscious Mother,Tier-2,Medium,25,5.78,8.36,3.90,18
8966,Budget-Conscious Mother,Tier-2,Medium,55,5.12,7.80,4.94,18
8967,Budget-Conscious Mother,Tier-2,Medium,48,5.29,7.90,3.92,18
8968,Budget-Conscious Mother,Tier-2,Medium,32,6.65,8.10,3.24,18
8969,Budget-Conscious Mother,Tier-2,Medium,43,5.31,7.83,4.52,18
8970,Budget-Conscious Mother,Tier-2,Medium,47,5.98,7.32,3.32,18
8971,Budget-Conscious Mother,Tier-2,Medium,45,6.26,8.18,4.74,18
8972,Budget-Conscious Mother,Tier-2,Medium,24,5.48,8.06,4.27,18
8973,Budget-Conscious Mother,Tier-2,Medium,61,6.55,8.00,3.55,18
8974,Budget-Conscious Mother,Tier-2,Medium,35,6.62,8.79,3.72,18
8975,Budget-Conscious Mother,Tier-2,Medium,34,6.02,7.04,4.20,18
8976,Budget-Conscious Mother,Tier-2,Medium,38,6.63,7.66,4.07,18
8977,Budget-Conscious Mother,Tier-2,Medium,63,5.32,7.97,4.15,18
8978,Budget-Conscious Mother,Tier-2,Medium,46,6.82,7.99,3.88,18
8979,Budget-Conscious Mother,Tier-2,Medium,22,6.43,8.94,5.00,18
8980,Budget-Conscious Mother,Tier-2,Medium,19,5.12,8.62,4.74,18
8981,Budget-Conscious Mother,Tier-2,Medium,18,5.74,8.77,4.16,18
8982,Budget-Conscious Mother,Tier-2,Medium,18,5.69,7.08,4.16,18
8983,Budget-Conscious Mother,Tier-2,Medium,59,5.79,7.56,4.60,18
8984,Budget-Conscious Mother,Tier-2,Medium,22,5.40,7.43,4.90,18
8985,Budget-Conscious Mother,Tier-2,Medium,18,5.41,8.57,4.87,18
8986,Budget-Conscious Mother,Tier-2,Medium,35,5.72,7.08,3.30,18
8987,Budget-Conscious Mother,Tier-2,Medium,32,5.61,8.47,3.46,18
8988,Budget-Conscious Mother,Tier-2,Medium,27,5.17,7.67,4.78,18
8989,Budget-Conscious Mother,Tier-2,Medium,52,6.04,8.55,4.62,18
8990,Budget-Conscious Mother,Tier-2,Medium,19,6.72,7.41,3.37,18
8991,Budget-Conscious Mother,Tier-2,Medium,49,5.00,7.20,3.75,18
8992,Budget-Conscious Mother,Tier-2,Medium,54,6.64,8.00,4.66,18
8993,Budget-Conscious Mother,Tier-2,Medium,19,5.60,8.39,4.07,18
8994,Budget-Conscious Mother,Tier-2,Medium,44,5.25,8.25,4.32,18
8995,Budget-Conscious Mother,Tier-2,Medium,43,5.21,7.58,3.47,18
8996,Budget-Conscious Mother,Tier-2,Medium,39,6.81,8.24,3.81,18
8997,Budget-Conscious Mother,Tier-2,Medium,45,6.29,8.28,3.63,18
8998,Budget-Conscious Mother,Tier-2,Medium,20,5.39,7.70,4.12,18
8999,Budget-Conscious Mother,Tier-2,Medium,32,5.79,8.84,3.26,18
9000,Budget-Conscious Mother,Tier-2,Medium,56,6.35,8.98,3.22,18
9001,Budget-Conscious Mother,Tier-2,Medium,50,6.48,7.45,4.72,18
9002,Budget-Conscious Mother,Tier-2,Medium,25,5.62,8.87,3.21,18
9003,Budget-Conscious Mother,Tier-2,Medium,42,6.13,7.13,3.20,18
9004,Budget-Conscious Mother,Tier-2,Medium,56,5.07,8.26,3.62,18
9005,Budget-Conscious Mother,Tier-2,Medium,29,5.75,7.85,3.26,18
9006,Budget-Conscious Mother,Tier-2,Medium,56,5.98,7.29,4.18,18
9007,Budget-Conscious Mother,Tier-2,Medium,23,5.45,7.92,4.51,18
9008,Budget-Conscious Mother,Tier-2,Medium,46,6.15,7.04,3.56,18
9009,Budget-Conscious Mother,Tier-2,Medium,51,5.22,7.33,3.43,18
9010,Budget-Conscious Mother,Tier-2,Medium,62,6.05,8.62,4.34,18
9011,Budget-Conscious Mother,Tier-2,Medium,19,5.74,7.53,4.75,18
9012,Budget-Conscious Mother,Tier-2,Medium,37,6.39,7.87,3.08,18
9013,Budget-Conscious Mother,Tier-2,Medium,40,6.61,8.01,3.76,18
9014,Budget-Conscious Mother,Tier-2,Medium,56,5.61,8.77,4.97,18
9015,Budget-Conscious Mother,Tier-2,Medium,55,5.53,8.87,4.87,18
9016,Budget-Conscious Mother,Tier-2,Medium,40,5.52,8.05,3.07,18
9017,Budget-Conscious Mother,Tier-2,Medium,35,6.40,8.56,4.11,18
9018,Budget-Conscious Mother,Tier-2,Medium,35,6.71,7.32,3.14,18
9019,Budget-Conscious Mother,Tier-2,Medium,35,5.07,7.87,4.30,18
9020,Budget-Conscious Mother,Tier-2,Medium,56,5.02,8.25,3.80,18
9021,Budget-Conscious Mother,Tier-2,Medium,59,6.91,8.94,3.89,18
9022,Budget-Conscious Mother,Tier-2,Medium,46,6.99,7.25,4.04,18
9023,Budget-Conscious Mother,Tier-2,Medium,28,5.12,7.06,4.21,18
9024,Budget-Conscious Mother,Tier-2,Medium,20,6.92,8.90,4.80,18
9025,Budget-Conscious Mother,Tier-2,Medium,53,5.70,7.21,4.09,18
9026,Budget-Conscious Mother,Tier-2,Medium,53,6.36,7.89,3.17,18
9027,Budget-Conscious Mother,Tier-2,Medium,23,6.60,8.07,4.29,18
9028,Budget-Conscious Mother,Tier-2,Medium,64,6.29,8.42,4.69,18
9029,Budget-Conscious Mother,Tier-2,Medium,27,6.63,7.72,4.09,18
9030,Budget-Conscious Mother,Tier-2,Medium,20,5.31,8.61,3.79,18
9031,Budget-Conscious Mother,Tier-2,Medium,25,6.73,7.57,4.21,18
9032,Budget-Conscious Mother,Tier-2,Medium,57,6.16,8.13,4.54,18
9033,Budget-Conscious Mother,Tier-2,Medium,32,6.05,7.87,4.62,18
9034,Budget-Conscious Mother,Tier-2,Medium,41,6.23,8.93,4.99,18
9035,Budget-Conscious Mother,Tier-2,Medium,34,5.38,7.72,3.38,18
9036,Budget-Conscious Mother,Tier-2,Medium,23,5.33,7.58,4.30,18
9037,Budget-Conscious Mother,Tier-2,Medium,51,6.40,8.95,4.46,18
9038,Budget-Conscious Mother,Tier-2,Medium,56,5.63,7.25,3.89,18
9039,Budget-Conscious Mother,Tier-2,Medium,42,5.07,8.54,3.50,18
9040,Budget-Conscious Mother,Tier-2,Medium,58,6.62,7.64,4.27,18
9041,Budget-Conscious Mother,Tier-2,Medium,53,6.79,8.23,3.09,18
9042,Budget-Conscious Mother,Tier-2,Medium,52,5.49,7.04,4.61,18
9043,Budget-Conscious Mother,Tier-2,Medium,32,5.10,8.46,3.87,18
9044,Budget-Conscious Mother,Tier-2,Medium,45,6.60,8.26,3.22,18
9045,Budget-Conscious Mother,Tier-2,Medium,61,6.31,7.55,3.53,18
9046,Budget-Conscious Mother,Tier-2,Medium,18,6.29,7.05,3.29,18
9047,Budget-Conscious Mother,Tier-2,Medium,18,6.13,7.33,3.36,18
9048,Budget-Conscious Mother,Tier-2,Medium,28,5.38,7.48,3.11,18
9049,Budget-Conscious Mother,Tier-2,Medium,63,6.91,7.01,4.95,18
9050,Budget-Conscious Mother,Tier-2,Medium,30,6.02,8.71,3.97,18
9051,Budget-Conscious Mother,Tier-2,Medium,43,6.72,8.73,4.10,18
9052,Budget-Conscious Mother,Tier-2,Medium,30,6.49,8.08,4.82,18
9053,Budget-Conscious Mother,Tier-2,Medium,50,5.61,7.81,3.02,18
9054,Budget-Conscious Mother,Tier-2,Medium,64,6.70,7.19,4.52,18
9055,Budget-Conscious Mother,Tier-2,Medium,35,5.76,7.60,4.72,18
9056,Budget-Conscious Mother,Tier-2,Medium,32,6.82,7.75,3.91,18
9057,Budget-Conscious Mother,Tier-2,Medium,20,6.85,8.13,3.11,18
9058,Budget-Conscious Mother,Tier-2,Medium,53,6.12,8.03,3.76,18
9059,Budget-Conscious Mother,Tier-2,Medium,53,6.49,7.73,3.06,18
9060,Budget-Conscious Mother,Tier-2,Medium,24,6.09,7.44,4.89,18
9061,Budget-Conscious Mother,Tier-2,Medium,25,6.64,8.34,4.18,18
9062,Budget-Conscious Mother,Tier-2,Medium,25,5.44,7.14,4.66,18
9063,Budget-Conscious Mother,Tier-2,Medium,47,5.17,7.10,4.37,18
9064,Budget-Conscious Mother,Tier-2,Medium,64,5.78,8.99,4.38,18
9065,Budget-Conscious Mother,Tier-2,Medium,25,6.97,7.58,3.43,18
9066,Budget-Conscious Mother,Tier-2,Medium,31,5.66,8.23,3.18,18
9067,Budget-Conscious Mother,Tier-2,Medium,27,6.51,7.44,4.38,18
9068,Budget-Conscious Mother,Tier-2,Medium,45,6.47,7.94,4.09,18
9069,Budget-Conscious Mother,Tier-2,Medium,41,5.87,7.60,4.19,18
9070,Budget-Conscious Mother,Tier-2,Medium,52,5.46,8.23,4.46,18
9071,Budget-Conscious Mother,Tier-2,Medium,27,5.84,7.71,4.35,18
9072,Budget-Conscious Mother,Tier-2,Medium,35,5.65,7.71,4.42,18
9073,Budget-Conscious Mother,Tier-2,Medium,21,6.72,8.04,4.00,18
9074,Budget-Conscious Mother,Tier-2,Medium,31,6.97,8.30,4.40,18
9075,Budget-Conscious Mother,Tier-2,Medium,53,6.09,7.07,4.93,18
9076,Budget-Conscious Mother,Tier-2,Medium,48,5.34,7.37,3.98,18
9077,Budget-Conscious Mother,Tier-2,Medium,39,5.40,7.84,4.15,18
9078,Budget-Conscious Mother,Tier-2,Medium,51,5.26,7.62,4.84,18
9079,Budget-Conscious Mother,Tier-2,Medium,61,6.90,8.37,3.36,18
9080,Budget-Conscious Mother,Tier-2,Medium,63,6.28,7.23,4.07,18
9081,Budget-Conscious Mother,Tier-2,Medium,27,5.07,7.28,3.40,18
9082,Budget-Conscious Mother,Tier-2,Medium,52,6.11,8.25,4.22,18
9083,Budget-Conscious Mother,Tier-2,Medium,18,6.48,7.09,4.93,18
9084,Budget-Conscious Mother,Tier-2,Medium,26,5.83,8.70,4.90,18
9085,Budget-Conscious Mother,Tier-2,Medium,63,6.10,7.80,4.89,18
9086,Budget-Conscious Mother,Tier-2,Medium,37,5.67,8.69,3.98,18
9087,Budget-Conscious Mother,Tier-2,Medium,36,6.00,8.22,3.38,18
9088,Budget-Conscious Mother,Tier-2,Medium,32,6.61,7.72,4.11,18
9089,Budget-Conscious Mother,Tier-2,Medium,38,6.38,8.58,3.98,18
9090,Budget-Conscious Mother,Tier-2,Medium,29,6.10,8.91,4.25,18
9091,Budget-Conscious Mother,Tier-2,Medium,62,6.71,8.26,3.49,18
9092,Budget-Conscious Mother,Tier-2,Medium,44,5.45,7.57,4.46,18
9093,Budget-Conscious Mother,Tier-2,Medium,29,5.88,7.44,4.77,18
9094,Budget-Conscious Mother,Tier-2,Medium,51,5.86,8.53,3.44,18
9095,Budget-Conscious Mother,Tier-2,Medium,38,6.60,7.95,4.80,18
9096,Budget-Conscious Mother,Tier-2,Medium,44,6.48,7.96,3.97,18
9097,Budget-Conscious Mother,Tier-2,Medium,24,6.15,7.38,3.75,18
9098,Budget-Conscious Mother,Tier-2,Medium,29,5.46,8.44,3.37,18
9099,Budget-Conscious Mother,Tier-2,Medium,60,5.00,8.20,3.79,18
9100,Budget-Conscious Mother,Tier-2,Medium,37,6.33,8.41,4.75,18
9101,Budget-Conscious Mother,Tier-2,Medium,34,5.68,7.76,3.59,18
9102,Budget-Conscious Mother,Tier-2,Medium,53,6.29,8.00,4.77,18
9103,Budget-Conscious Mother,Tier-2,Medium,32,5.80,8.73,4.71,18
9104,Budget-Conscious Mother,Tier-2,Medium,28,6.25,8.86,3.85,18
9105,Budget-Conscious Mother,Tier-2,Medium,59,5.38,8.36,4.59,18
9106,Budget-Conscious Mother,Tier-2,Medium,60,6.09,8.50,3.23,18
9107,Budget-Conscious Mother,Tier-2,Medium,39,6.98,7.84,3.41,18
9108,Budget-Conscious Mother,Tier-2,Medium,25,6.87,8.54,4.65,18
9109,Budget-Conscious Mother,Tier-2,Medium,55,5.14,7.57,3.56,18
9110,Budget-Conscious Mother,Tier-2,Medium,34,6.90,7.74,4.04,18
9111,Budget-Conscious Mother,Tier-2,Medium,54,6.29,8.03,4.40,18
9112,Budget-Conscious Mother,Tier-2,Medium,47,5.72,8.43,3.28,18
9113,Budget-Conscious Mother,Tier-2,Medium,23,6.34,7.41,4.12,18
9114,Budget-Conscious Mother,Tier-2,Medium,47,6.95,7.79,4.13,18
9115,Budget-Conscious Mother,Tier-2,Medium,59,5.27,8.70,4.57,18
9116,Budget-Conscious Mother,Tier-2,Medium,26,5.42,7.10,3.66,18
9117,Budget-Conscious Mother,Tier-2,Medium,21,5.18,8.34,4.62,18
9118,Budget-Conscious Mother,Tier-2,Medium,49,6.05,7.31,3.94,18
9119,Budget-Conscious Mother,Tier-2,Medium,53,6.47,7.88,3.38,18
9120,Budget-Conscious Mother,Tier-2,Medium,33,5.73,7.52,3.62,18
9121,Budget-Conscious Mother,Tier-2,Medium,33,6.96,8.86,3.19,18
9122,Budget-Conscious Mother,Tier-2,Medium,32,6.75,7.21,4.52,18
9123,Budget-Conscious Mother,Tier-2,Medium,43,5.54,8.72,3.35,18
9124,Budget-Conscious Mother,Tier-2,Medium,43,6.08,7.53,4.13,18
9125,Budget-Conscious Mother,Tier-2,Medium,55,5.22,7.37,3.31,18
9126,Budget-Conscious Mother,Tier-2,Medium,23,6.99,8.04,3.67,18
9127,Budget-Conscious Mother,Tier-2,Medium,50,5.30,8.82,4.70,18
9128,Budget-Conscious Mother,Tier-2,Medium,58,5.19,8.84,4.66,18
9129,Budget-Conscious Mother,Tier-2,Medium,53,6.24,8.88,4.55,18
9130,Budget-Conscious Mother,Tier-2,Medium,28,5.77,8.55,4.48,18
9131,Budget-Conscious Mother,Tier-2,Medium,19,6.21,8.26,3.78,18
9132,Budget-Conscious Mother,Tier-2,Medium,49,6.25,8.76,3.52,18
9133,Budget-Conscious Mother,Tier-2,Medium,25,5.92,7.60,3.74,18
9134,Budget-Conscious Mother,Tier-2,Medium,26,5.85,8.33,4.68,18
9135,Budget-Conscious Mother,Tier-2,Medium,23,5.11,7.33,3.78,18
9136,Budget-Conscious Mother,Tier-2,Medium,58,5.29,8.72,4.45,18
9137,Budget-Conscious Mother,Tier-2,Medium,22,5.58,7.64,3.76,18
9138,Budget-Conscious Mother,Tier-2,Medium,23,6.95,8.03,4.72,18
9139,Budget-Conscious Mother,Tier-2,Medium,40,5.78,8.60,4.63,18
9140,Budget-Conscious Mother,Tier-2,Medium,26,5.41,8.37,3.79,18
9141,Budget-Conscious Mother,Tier-2,Medium,26,5.67,7.72,4.51,18
9142,Budget-Conscious Mother,Tier-2,Medium,20,5.63,7.17,4.57,18
9143,Budget-Conscious Mother,Tier-2,Medium,30,6.14,7.97,3.61,18
9144,Budget-Conscious Mother,Tier-2,Medium,20,5.86,8.10,3.78,18
9145,Budget-Conscious Mother,Tier-2,Medium,46,6.72,7.02,4.91,18
9146,Budget-Conscious Mother,Tier-2,Medium,41,5.90,7.49,3.09,18
9147,Budget-Conscious Mother,Tier-2,Medium,21,5.54,7.45,3.95,18
9148,Budget-Conscious Mother,Tier-2,Medium,40,5.54,7.59,4.93,18
9149,Budget-Conscious Mother,Tier-2,Medium,41,5.56,8.02,4.75,18
9150,Budget-Conscious Mother,Tier-2,Medium,49,5.02,7.52,3.72,18
9151,Budget-Conscious Mother,Tier-2,Medium,39,6.89,7.26,3.04,18
9152,Budget-Conscious Mother,Tier-2,Medium,29,6.90,7.12,4.56,18
